"id","repository_name","url","namespace_identifier"
1463,ENLEKTURER: Journal of Islamic Studies,https://journal.enliinstitute.com/index.php/ENLEKTURER/oai,ojs2.journal.enliinstitute.com
1464,Enquiry / The ARCC Journal of Architectural Research,http://www.arcc-journal.org/index.php/arccjournal/oai,ojs.www.arcc-journal.org
1465,ENT SCHOLAR,http://entscholar.in/index.php/index/oai,ojs.entscholar.in
1466,Entangled Religions,http://ojs.ub.rub.de/index.php/ER/oai,ojs.ub.rub.de
1467,Entomologica,https://ojs.cimedoc.uniba.it/index.php/entomol/oai,ojs.ojs.cimedoc.uniba.it
1468,Entomology and Applied Science Letters,https://easletters.com/index.php/journal/oai,ojs.easletters.com
1469,Entreciencias: Diálogos en la sociedad del conocimiento,https://revistaentreciencias.enes.unam.mx/index.php/Entreciencias/oai,ojs.revistadigital.enes.unam.mx
1470,Entrepalavras,http://www.entrepalavras.ufc.br/revista/index.php/Revista/oai,ojs.localhost
1471,Entrepo,http://rhinology.in/cgi/oai2,rhinology.in
1472,Entrepot OAI de l'Ecole nationale des chartes,http://oai.enc.sorbonne.fr/oai2.php,""
1473,Entrepot OAI-PMH de la bibliotheque municipale de Baud : Conservatoire Regional de la carte postale,http://www.cartolis.org/oai/oai2.php,cartolis.org
1474,Entrepot OAI-PMH de la Bibliotheque municipale de Toulouse : collections numeriques,http://numerique.bibliotheque.toulouse.fr/cgi-bin/oaiserver,numerique.bibliotheque.toulouse.fr
1475,"Entrepot OAI-PMH Narbolibris France : collections numériques, le Grand Narbonne communaute d agglomeration",http://www.narbolibris.com/oai.aspx,Narbolibris.com
1476,Entrepreneurship and Innovation Management Journal,http://absronline.org/journals/index.php/eimj/oai,ojs.absronline.org
1477,Entrepôt OAI-PMH des bibliothèques spécialisées et patrimoniales de la Ville de Paris,http://bibliotheques-specialisees.paris.fr/in/rest/oai,bibliotheques-specialisees.paris.fr
1478,eNTUKhPIIR,http://repository.kpi.kharkov.ua/oai/request,repository.kpi.kharkov.ua
1479,eNUOLAIR - Electronic National University Odessa Law Academy Institutional Repository,http://dspace.onua.edu.ua/oai/request,""
1480,Envigogika,http://www.envigogika.cuni.cz/index.php/Envigogika/oai,ojs.envigogika.cuni.cz
1481,Environment Conservation Journal,https://journal.environcj.in/index.php/ecj/oai,journal.environcj.in
1482,Environment-Behaviour Proceedings Journal,https://ebpj.e-iph.co.uk/index.php/EBProceedings/oai,ojs.www.e-iph.co.uk
1483,EnviroScienteae,https://ppjp.ulm.ac.id/journal/index.php/es/oai,ojs.ppjp.ulm.ac.id
1484,EnviroScienteae,http://ppjp.unlam.ac.id/journal/index.php/es/oai,ojs.ppjp.unlam.ac.id
1485,ePIC,http://epic.awi.de/cgi/oai2,epic.awi.de
1486,EPISTEME KOINONIA,https://fundacionkoinonia.com.ve/ojs/index.php/epistemekoinonia/oai,ojs.fundacionkoinonia.com.ve
1487,"ePLACE: preserving, learning, and creative exchange",https://place.asburyseminary.edu/do/oai/,place.asburyseminary.edu
1488,Epoka Journal Systems,http://ejs.epoka.edu.al/index.php/index/oai,ejs.epoka.edu.al
1489,EPPI OAI Archive,http://www.bopcris.ac.uk/cgi-bin/OAI-XMLFile-2.1/XMLFile/eppi/oai.pl,eppi.bopcris.ac.uk
1490,EPRESS Journals Online,http://www.epress.ac.uk/phpoai2/oai2.php,epress.ac.uk
1491,eprints,http://eprints.umsida.ac.id/cgi/oai2,eprints.umsida.ac.id
1492,EPrints Server of the Institute of Mathematics and Statistics of the University of São Paulo,http://eprints.ime.usp.br/perl/oai2,eprints.ime.usp.br
1493,ePrints Sriwijaya University,http://eprints.unsri.ac.id/cgi/oai2,generic.eprints.org
1494,ePrints.FRI,http://eprints.fri.uni-lj.si/perl/oai2,ePrints.FRI.OAI2
1495,eprints3,http://eprints.mdp.ac.id/cgi/oai2,eprints.mdp.ac.id
1496,ePrints@iisc,http://eprints.iisc.ernet.in/perl/oai2,iiscePrints.OAI2
1497,Eprints@MDRF,http://mdrf-eprints.in/cgi/oai2,generic.eprints.org
1498,ePrints@NII,http://eprints.nii.res.in/cgi/oai2,generic.eprints.org
1499,eprints@NML,http://eprints.nmlindia.org/cgi/oai2,generic.eprints.org
1500,EprintsUnife,http://eprints.unife.it/cgi/oai2,teprints.unife.it
1501,Epsilon Archive for Student Projects,http://stud.epsilon.slu.se/cgi/oai2,stud.epsilon.slu.se
1502,Epsilon Open Archive,http://pub-epsilon.slu.se/perl/oai2,epsilonpub.OAI2
1503,EPSILON Publishing System for Doctoral and Licentiate's Theses,http://diss-epsilon.slu.se/perl/oai2,epsilondiss.OAI2
1504,Epsilon Undergraduate Theses Archive,http://ex-epsilon.slu.se/perl/oai2,epsilonex.OAI2
1505,ePublications at Regis University,https://epublications.regis.edu/do/oai/,epublications.regis.edu
1506,ePublish@UTD,http://epublish.utdallas.edu/cgi/oai2.cgi,epublish.utdallas.edu
1507,ePubWU,http://epub.wu.ac.at/cgi/oai2,epub.wu-wien.ac.at
1508,EQUELLA,https://researchbank.swinburne.edu.au/p/oai,researchbank.swinburne.edu.au
1509,EQUELLA,https://vault.cca.edu/p/oai,vault.cca.edu
1510,Era Hukum - Jurnal Ilmiah Ilmu Hukum,https://journal.untar.ac.id/index.php/hukum/oai,journal.untar.ac.id
1511,ERA: Education and Research Archive,https://era.library.ualberta.ca/oai,""
1512,"Eres : Digital Library :
 ",http://eres.scix.net/cgi-bin/works/OAI,EresDigitalLibrary.id
1513,ERES Digital Library,http://eres.architexturez.net/oai-pmh,""
1514,Erg@omnes,http://revistas.curn.edu.co/index.php/ergaomnes/oai,ojs.pkp.sfu.ca
1515,Erken Çocukluk Çalışmaları Dergisi,http://journalofomepturkey.org/index.php/eccd/oai,ojs.www.journalofomepturkey.org
1516,erpanet,http://eprints.erpanet.org/perl/oai2,eprints.erpanet.org
1517,Erudit,http://oai.erudit.org/oai/,oai.erudit.org
1518,"Erudite Journal of Engineering, Technology and Management Sciences",https://www.ejetms.com/index.php/ejetms/oai,ojs2.ejetms.com
1519,Erudite Journal of Life Science and Engineering,https://www.ejlse.com/index.php/ejlse/oai,ojs2.ejlse.com
1520,ERUIFD,http://eruifd.erciyes.edu.tr/oai-pmh-repository/request,eruifd.erciyes.edu.tr
1521,eScholarship@BC,http://dlib.bc.edu/oai2,dlib.bc.edu
1522,eScholarship@BC,https://dlib.bc.edu/oai2,dlib.bc.edu
1523,eScholarship@McGill,https://escholarship.mcgill.ca/catalog/oai,escholarship.mcgill.ca
1524,eScriptorium,http://escriptorium.univer.kharkov.ua/oai/request,""
1525,ESIT,http://jurnal-eresha.ac.id/index.php/esit/oai,ojs.localhost
1526,eSkripsi Universitas Andalas,http://scholar.unand.ac.id/cgi/oai2,scholar.unand.ac.id
1527,Espace ÉTS,http://espace2.etsmtl.ca/cgi/oai2,espace2.etsmtl.ca
1528,espace@Curtin,http://espace.library.curtin.edu.au/OAI-PUB/,espace.library.curtin.edu.au
1529,Espaces linguistiques,https://www.unilim.fr/espaces-linguistiques/oai.php,espaces-linguistiques.unilim.fr
1530,Esperienze d'Impresa,http://www.esperienzedimpresa.it/index.php/espimpresa/oai,ojs.www.hquadro.it
1531,ESPES,https://espes.ff.unipo.sk/index.php/ESPES/oai,espes.ff.unipo.sk
1532,"Espiral, Revista de Docencia e Investigación",http://revistas.ustabuca.edu.co/index.php/ESPIRAL/oai,revistas.ustabuca.edu.co
1533,ESSACHESS – Journal for Communication Studies,http://www.essachess.com/index.php/jcs/oai,ojs.www.essachess.com
1534,Estetika: The European Journal of Aesthetics,https://estetikajournal.org/jms/index.php/up/oai/,ojs.estetikajournal.org
1535,Estudios de Filosofía,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudios_de_filosofia/oai,ojs.aprendeenlinea.udea.edu.co
1536,Estudios Geográficos,http://estudiosgeograficos.revistas.csic.es/index.php/estudiosgeograficos/oai,estudiosgeograficos.revistas.csic.es
1537,Estudios Geológicos,http://estudiosgeol.revistas.csic.es/index.php/estudiosgeol/oai,estudiosgeologicos.revistas.csic.es
1538,Estudios Gerenciales,http://www.icesi.edu.co/revistas/index.php/estudios_gerenciales/oai,ojs.icesi.edu.co
1539,Estudios Latinoamericanos,https://revistas.udenar.edu.co/index.php/rceilat/oai,revistas.udenar.edu.co
1540,Estudios Políticos,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/oai,ojs.aprendeenlinea.udea.edu.co
1541,Estudios Sociales. Revista de Alimentación Contemporánea y Desarrollo Regional,https://www.ciad.mx/estudiosociales/index.php/es/oai,ojs.ciad.mx
1542,Estudos Avançados sobre Saúde e Natureza,https://www.periodicojs.com.br/index.php/easn/oai,ojs.pkp.sfu.ca
1543,Estudos Semióticos,https://www.revistas.usp.br/esse/oai,revistas.usp.br
1544,ETD,http://bupt-dlib.vicp.net/oaicat/OAIHandler,lib.bupt.edu.cn
1545,ETD at Indian Institute of Science,http://etd.ncsi.iisc.ernet.in/dspace-oai/request,""
1546,"ETERNAL(english, teaching, learning, Research Journal)",http://journal.uin-alauddin.ac.id/index.php/Eternal/oai.,journal.uin-alauddin.ac.id
1547,ETH-BIB OAI Publishing,http://opac.nebis.ch/OAI,opac.nebis.ch
1548,ethesis,http://ethesis.nitrkl.ac.in/cgi/oai2,generic.eprints.org
1549,Ethical Lingua: Journal of Language Teaching and Literature,http://journal.uncp.ac.id/index.php/ethicallingua/oai,ojs.journal.uncp.ac.id
1550,Ethical Lingua: journal of language teaching and literature,https://ethicallingua.org/25409190/oai,ojs2.ethicallingua.org
1551,Ethics and Law Journal: Business and Notary,https://journals.ldpb.org/index.php/eljbn/oai,ojs2.journals.ldpb.org
1552,Ethnoscripts,https://journals.sub.uni-hamburg.de/ethnoscripts/oai,ojs.journals.sub.uni-hamburg.de
1553,EtnoAntropologia,http://rivisteclueb.it/riviste/index.php/etnoantropologia/oai,ojs.www.rivisteclueb.it
1554,ETSU Electronic Thesis and Dissertation Archive,http://etd-submit.etsu.edu/ETD-db/OAI/oai.pl,etd.etsu.edu
1555,ETTISAL : Journal of Communication,https://ejournal.unida.gontor.ac.id/index.php/ettisal/oai,ojs.ejournal.unida.gontor.ac.id
1556,Eurac Research CLARIN Centre,http://clarin.eurac.edu/repository/oai/request,clarin.eurac.edu
1557,Eurasian music science journal,https://eamsj.uz/index.php/eamsjournal/oai,eamsj.uz
1558,Europe's Journal of Psychology,http://ejop.psychopen.eu/index.php/index/oai,ejop.psychopen.eu
1559,European Journal of Chemistry,https://eurjchem.com/index.php/eurjchem/oai,ojs.www.eurjchem.com
1560,European Journal of Economic and Political Studies,http://www.ejeps.com/index.php/ejeps/oai,ojs.www.ejeps.com
1561,European Journal of Education Studies,http://oapub.org/edu/index.php/ejes/oai,ojs.edu.oapub.org
1562,European Journal of Government and Economics,http://www.ejge.org/index.php/ejge/oai,ejge.org
1563,European Journal of Molecular & Clinical Medicine,https://www.ejmcm.com/jms/index.php/up/oai/,ojs.ejmcm.com
1564,European Journal of Physical Education and Sport Science,http://oapub.org/edu/index.php/ejep/oai,ojs.edu.oapub.org
1565,European Journal of Special Education Research,http://oapub.org/edu/index.php/ejse/oai,ojs.edu.oapub.org
1566,European Online Journal of Natural and Social Sciences,http://european-science.com/eojnss/oai,ojs.european-science.com
1567,European Review of Latin American and Caribbean Studies,https://www.erlacs.org/jms/index.php/up/oai/,ojs.www.erlacs.org
1568,European Union Digital Library,https://eudl.eu/oai,""
1569,European XFEL Publication Database,https://xfel.tind.io/oai2d,xfel.tind.io
1570,Euskonews Aldizkaria,http://euskonews.oai.euskomedia.org/,""
1571,Excellence in Higher Education,http://ehe.pitt.edu/ojs/index.php/ehe/oai,ojs.ehe.pitt.edu
1572,Exhibit,https://www.exhibit.xavier.edu/do/oai/,www.exhibit.xavier.edu
1573,ExLibris Repository,http://asp01.ex-lh.hu/OAI-PUB,asp01.ex-lh.hu
1574,EXPERIMENTAL BIOMEDICAL RESEARCH,http://experimentalbiomedicalresearch.com/ojs/index.php/ebr/oai,ojs2.localhost
1575,Expert Journals Repository,http://repository.expertjournals.com/cgi/oai2,repository.expertjournals.com
1576,Exploration of Medicine,https://www.explorationpub.com/em/oai,www.explorationpub.com
1577,Exploration of Targeted Anti-tumor Therapy,https://www.explorationpub.com/etat/oai,www.explorationpub.com
1578,"ExpoVision OER Repository: Computing Topics Slides, ITCH, MEX",http://expo.itch.edu.mx/oai.php,""
1579,Extensive Reviews,https://journals.aijr.org/index.php/exr/oai,ojs2.journals.aijr.org
1580,ExtGAS/ISIS Open Archive Initiative Repository ,http://leonardo.isti.cnr.it/oai_cnrpub,leonardo.isti.cnr.it
1581,Eye Reports,http://eyereports.org/index.php/eyereports/oai,www.eyereports.org
1582,EZID,http://ezid.cdlib.org/oai,""
1583,Eídos,https://revistas.ute.edu.ec/index.php/eidos/oai,revistas.ute.edu.ec
1584,EĞİTİM VE BİLİM,http://egitimvebilim.ted.org.tr/index.php/EB/oai,egitimvebilim.ted.org.tr
1585,Faculdade de Letras da Universidade do Porto - OJS,http://ojs.letras.up.pt/index.php/index/oai,ojs.letras.up.pt
1586,FACULTAD DE INGENIERÍA,http://revistas.uptc.edu.co/revistas/index.php/ingenieria/oai,revistas.uptc.edu.co
1587,FADA ::Birzeit University Institutional Repository,http://fada.birzeit.edu/oai/request,fada.birzeit.edu
1588,Faedah : Jurnal Hasil Kegiatan Pengabdian Masyarakat Indonesia,https://pbsi-upr.id/index.php/Faedah/oai,ojs2.pbsi-upr.id
1589,Fairmount Folio: Journal of History,http://journals.wichita.edu/index.php/ff/oai,ojs.journals-test.wichita.edu
1590,Faktor Exacta,http://journal.lppmunindra.ac.id/index.php/Faktor_Exacta/oai,ojs.localhost
1591,FAmagazine. Ricerche e progetti sull'architettura e la città,http://www.famagazine.it/index.php/famagazine/oai,ojs.www.famagazine.it
1592,FAOBIB,http://www4.fao.org:8080/oaicat/OAIHandler,agris.fao
1593,Farmeconomia. Health economics and therapeutic pathways,https://journals.edizioniseed.it/index.php/FE/oai,journals.edizioniseed.it
1594,Fedora at AWI,http://web.awi-bremerhaven.de/fedora/oai,awi-bremerhaven.de
1595,Fetus and Newborn,https://www.fetusandnewborn.com/journal/index.php/fnb/oai,fetusandnewborn.com
1596,FEUP Institutional Repository,http://digitool.fe.up.pt/OAI-PUB,digitool.fe.up.pt
1597,FHSU Scholars Repository,https://scholars.fhsu.edu/do/oai/,scholars.fhsu.edu
1598,FIAT JUSTISIA,http://jurnal.fh.unila.ac.id/index.php/fiat/oai,ojs.jurnal.fh.unila.ac.id
1599,FIDELITY : Jurnal Teknik Elektro,https://fidelity.nusaputra.ac.id/oai,ojs2.fidelity.nusaputra.ac.id
1600,File System Repository,http://oai.bn.br:8080/oaicat/OAIHandler,oai.bn.br
1601,Film-Philosophy,http://www.film-philosophy.com/index.php/f-p/oai,ojs.www.film-philosophy.com
1602,Filmoteca,http://repositori.filmoteca.cat/oai/request,""
1603,Filosofía & Ciencias de la información,http://aplicaciones.bibliolatino.com:81/index.php/fi/oai,ojs.aplicaciones.bibliolatino.com
1604,Fine Arts Library Image Collection,http://dla.library.upenn.edu/dla/fisher/oai-pmh.xml,fisher.dla.library.upenn.edu
1605,FireScholars,https://firescholars.seu.edu/do/oai/,firescholars.seu.edu
1606,Fish Scientiae,http://fishscientiae.ulm.ac.id/index.php/fs/oai,ojs.fishscientiae.ulm.ac.id
1607,Fisher Digital Publications,https://fisherpub.sjfc.edu/do/oai/,fisherpub.sjfc.edu
1608,Fisioterapia Brasil,https://convergenceseditorial.com.br/index.php/fisioterapiabrasil/oai,ojs2.convergenceseditorial.com.br
1609,FITISPos International Journal,https://fitisposij.web.uah.es/OJS/index.php/fitispos/oai,fitisposij.web.uah.es
1610,FITOFARMAKA: Jurnal Ilmiah Farmasi,https://journal.unpak.ac.id/index.php/fitofarmaka/oai,ojs.pkp.sfu.ca
1611,Fitrah: Journal of Islamic Education,https://jurnal.staisumatera-medan.ac.id/index.php/fitrah/oai,ojs2.jurnal.staisumatera-medan.ac.id
1612,FLAMME ,https://www.unilim.fr/flamme/oai.php,flamme.unilim.fr
1613,FLASH: The Fordham Law Archive of Scholarship and History,https://ir.lawnet.fordham.edu/do/oai/,ir.lawnet.fordham.edu
1614,Florida Atlantic Universityh Digital Library,https://fau.digital.flvc.org/oai2,fau.digital.flvc.org
1615,Florida Center for Library Automation,http://broker10.fcla.edu/cgi/b/broker20/broker20,www.fcla.edu
1616,Fokus Ekonomi,http://www.unisbank.ac.id/ojs/index.php/fe2/oai,www.unisbank.id
1617,Folia Historica Cracoviensia,http://czasopisma.upjp2.edu.pl/foliahistoricacracoviensia/oai,ojs.czasopisma.upjp2.edu.pl
1618,Folia Toruniensia,http://apcz.umk.pl/czasopisma//index.php/FT/oai,ojs.blachor
1619,FON : Jurnal Pendidikan Bahasa dan Sastra Indonesia,https://journal.uniku.ac.id/index.php/FON/oai,lib.journal.uniku.ac.id
1620,FONDATIA,https://ejournal.stitpn.ac.id/index.php/fondatia/oai,ojs2.ejournal.stitpn.ac.id
1621,Fondo Documental Histórico de las Cortes de Aragón,http://www.cortesaragon.es/fondoHistorico/i18n/oai/oai_fondohistorico.cortesaragon.es.cmd,fondohistorico.cortesaragon.es
1622,Fondo Fotográfico de la Universidad de Navarra,http://coleccionfff.unav.es/bvunav/i18n/oai/oai.cmd,bvunav.coleccionfff.unav.es
1623,Fondos Digitales de la Universidad de Sevilla,http://fondosdigitales.us.es/repository,""
1624,Fonds du Théâtre Amateur Vendéen ,https://www.unilim.fr/theatre-amateur-vendeen/oai.php,theatre-amateur-vendeen.unilim.fr
1625,Fonds Histoire de l'Education,http://www.unilim.fr/histoire-education/oai-pmh-repository/request,histoire-education.unilim.fr
1626,Food and Agriculture Spectrum Journal,https://fasj.org/index.php/fasj/oai,oai.fasj.org
1627,Food ScienTech Journal,http://jurnal.untirta.ac.id/index.php/fsj/oai,jurnal.untirta.ac.id
1628,Forbes & Fifth,http://forbes5.pitt.edu/ojs/index.php/forbes5/oai,ojs.forbes5.pitt.edu
1629,Fordham Research Commons,https://research.library.fordham.edu/do/oai/,research.library.fordham.edu
1630,Formação Docente – Revista Brasileira de Pesquisa sobre Formação de Professores,https://www.revformacaodocente.com.br/index.php/rbpfp/oai,ojs2.www.revformacaodocente.com.br
1631,Forum Oświatowe,http://forumoswiatowe.pl/index.php/czasopismo/oai,ojs.forumoswiatowe.pl
1632,Forum Qualitative Sozialforschung / Forum: Qualitative Social Research,http://www.qualitative-research.net/index.php/fqs/oai,www.qualitative-research.net
1633,Fraunhofer Publica,http://publica.fraunhofer.de/oai.har,""
1634,Free University of Bozen Bolzano DSpace,https://bia.unibz.it/oai/request,bia.unibz.it
1635,French-Ukrainian Journal of Chemistry,http://kyivtoulouse.univ.kiev.ua/journal/index.php/fruajc/oai,ojs.kyivtoulouse.univ.kiev.ua
1636,Frontier Energy System and Power Engineering,http://journal2.um.ac.id/index.php/fespe/oai,ojs.journal2.um.ac.id
1637,FSM Vakıf University Institutional Repository,http://acikerisim.fsm.edu.tr/oai/request,acikerisim.fsm.edu.tr
1638,FSM İlmî Araştırmalar İnsan ve Toplum Bilimleri Dergisi,http://dergi.fsm.edu.tr/index.php/ia/oai,ojs.dergi.fsm.edu.tr
1639,FSU Digital Library,http://fsu.digital.flvc.org/oai2,fsu.digital.flvc.org
1640,fu_mi_publications,http://publications.imp.fu-berlin.de/cgi/oai2,biocomputing-berlin.de
1641,Fukushima University Repository,http://ir.lib.fukushima-u.ac.jp/dspace-oai/request,""
1642,FULIR,http://fulir.irb.hr/cgi/oai2,generic.eprints.org
1643,Funes,http://funes.uniandes.edu.co/cgi/oai2,generic.eprints.org
1644,FUOYE Journal of Engineering and Technology,http://engineering.fuoye.edu.ng/journal/index.php/engineer/oai,journal.engineering.fuoye.edu.ng
1645,Fupress,http://oai.fupress.com/,""
1646,FURG/NID/BC,http://bdtd.furg.br/tde_oai/oai2.php,""
1647,FUSE (Franklin University Scholarly Exchange),https://fuse.franklin.edu/do/oai/,fuse.franklin.edu
1648,Future Cities and Environment,https://futurecitiesandenvironment.com/jms/index.php/up/oai/,ojs.futurecitiesandenvironment.com
1649,Future Test OAI Database,http://203.198.189.49:8820/HKIED_IDS/aspx/repository.aspx,""
1650,Future University Hakodate Academic Archive,http://lib-repos.fun.ac.jp/dspace-oai/request,""
1651,Futuristic Biotechnology,https://fbtjournal.com/index.php/fbt/oai,ojs2.fbtjournal.com
1652,FuturoClassico FCl,https://ojs.cimedoc.uniba.it/index.php/fc/oai,ojs.ojs.cimedoc.uniba.it
1653,Fórum de Mobilização Antimanicomial do Sertão do São Francisco-FMA/Mostra de Atenção Psicossocial,http://eventos.univasf.edu.br/index.php/FMA/index/oai,eventos.univasf.edu.br
1654,G-Tech : Jurnal Teknologi Terapan,http://ejournal.uniramalang.ac.id/index.php/g-tech/oai,ojs2.ejournal.uniramalang.ac.id
1655,GA-media Educational and Architectural ressources,http://www.ga-media.org/OAI,""
1656,Gaceta Médica Estudiantil,http://www.revgacetaestudiantil.sld.cu/index.php/gme/oai,www.revgacetaestudiantil.sld.cu
1657,Galgotias Journal of Legal Studies (ISSN: 2321-1997),http://www.galgotiapublications.com/GJLS/oai,ojs2.www.galgotiapublications.com
1658,Galician Medical Journal,https://ifnmujournal.com/gmj/oai,ojs.ifnmujournal.com
1659,Galician Medical Journal,http://ojs.ifnmu.edu.ua/index.php/gmj/oai,ojs.ojs.ifnmu.edu.ua
1660,Galiciana,http://www.galiciana.gal/arpadhub/i18n/oai/oai_galiciana.xunta.es.do,galiciana.xunta.es
1661,Galiciana. Arquivo Dixital de Galicia,http://arquivo.galiciana.gal/arpadweb/i18n/oai/oai_galiciana-arquivodixitaldegalicia.xunta.es.do,galiciana-arquivodixitaldegalicia.xunta.es
1662,Galiciana: Biblioteca Digital de Galicia,http://biblioteca.galiciana.gal/i18n/oai/oai_galiciana-bibliotecadegalicia.xunta.es.cmd,galiciana-bibliotecadegalicia.xunta.es
1663,GALILEO Open Learning Materials,https://oer.galileo.usg.edu/do/oai/,oer.galileo.usg.edu
1664,"Galáxia - Revista Transdisciplinar de Comunicação, Semiótica, Cultura",http://revcom2.portcom.intercom.org.br/index.php/galaxia/oai,ojs.portcom.intercom.org.br
1665,GANESHA: Jurnal Pengabdian Masyarakat,http://ejournal.utp.ac.id/index.php/ganesha/oai,ojs.ejournal.utp.ac.id
1666,Ganpat University Journal of Engineering & Technology,http://gnujet.ganpatuniversity.ac.in/index.php/GNUJET/oai,ojs.gnujet.ganpatuniversity.ac.in
1667,GAP - German Academic Publishers,http://www.ubka.uni-karlsruhe.de/oai/gap-c/oai2.php,gap-c.ubka.uni-karlsruhe.de
1668,Garak Jo Garik : Jurnal Pengkajian dan Penciptaan Seni,https://journal.isi-padangpanjang.ac.id/index.php/Garak/oai,ojs.journal.isi-padangpanjang.ac.id
1669,Gayana,https://gayana.cl/index.php/gn/oai,ojs2.ojs.gayana.cl
1670,Gayana Botanica,https://gayanabotanica.cl/index.php/gb/oai,ojs2.ojs.gayanabotanica.cl
1671,Gazi Universitesi Acikarsiv,http://www.acikarsiv.gazi.edu.tr/oai/oai2.php,""
1672,GCRIS Database | Ege University,http://gcris.ege.edu.tr:8080/oai/request,gcris.ege.edu.tr
1673,GCRIS Database | Eskisehir Technical University,http://gcris.eskisehir.edu.tr/oai/request,gcris.eskisehir.edu.tr
1674,GCRIS Database | Konya Technical University,http://gcris.ktun.edu.tr/oai/request,gcris.ktun.edu.tr
1675,GCRIS Database | University of Economics and Technology,http://gcris.etu.edu.tr/oai/request,gcris.etu.edu.tr
1676,gdea,http://gdea.informatik.uni-koeln.de/perl/oai2,gdea.informatik.uni-koeln.de
1677,GDEON Editorial,http://books.gdeon.org/index.php/gdeon/oai,omp.books.gdeon.org
1678,GDEON Editorial,https://books.gdeon.org/index.php/gdeon/oai,omp.books.gdeon.org
1679,Gema Teologi,http://ukdw.ac.id/journal-theo/index.php/gema/oai,ojs.pkp.sfu.ca
1680,Gema Teologika,http://ukdw.ac.id/journal-theo/index.php/gemateologika/oai,ojs.pkp.sfu.ca
1681,GEMA TEOLOGIKA: Jurnal Teologi Kontekstual dan Filsafat Keilahian,http://journal-theo.ukdw.ac.id/index.php/gemateologika/oai,ojs.pkp.sfu.ca
1682,GEMATEK (Jurnal Teknik Komputer),http://puslit2.petra.ac.id/ejournal/index.php/tek/oai,puslit2.petra.ac.id
2290,International Journal of Whole Person Care,http://ijwpc.mcgill.ca/oai,ojs.iwpc.mcgill.ca
1683,GEMATIKA (Jurnal Manajemen Informatika),http://puslit2.petra.ac.id/ejournal/index.php/tik/oai,puslit2.petra.ac.id
1684,GEMILANG: Jurnal Manajemen dan Strategi Bisnis,http://jurnal.primagraha.ac.id/index.php/gemilang/oai,ojs2.jurnal.primagraha.ac.id
1685,Genius Journal,https://genius.inspira.or.id/index.php/gj/oai,ojs2.genius.inspira.or.id
1686,GEO-LEOe-docs (FID GEO Repository),https://e-docs.geo-leo.de/oai/request,e-docs.geo-leo.de
1687,GEODESY | A Geophysics.Online journal,https://journal.geodesyjournal.com/Gj/oai,ojs3.journal.geodesyjournal.com
1688,"GEOGRAPHY, ENVIRONMENT, SUSTAINABILITY",http://ges.rgo.ru/jour/oai,ojs.gesj.elpub.ru
1689,Geoinformatics FCE CTU,https://ojs.cvut.cz/ojs/index.php/gi/oai,ojs.cvut.cz
1690,Georgia Tech's Institutional Repository,http://smartech.gatech.edu/oai/request,""
1691,Georgia Tech's Institutional Repository,http://smartech.gatech.edu:8282/dspace-oai/request,""
1692,GERENCIA,http://revista.institutobolivar.edu.pe/index.php/gerencia/oai,ojs.revista.institutobolivar.edu.pe
1693,"Geriatrics, Gerontology and Aging",https://ggaging.com/oai,""
1694,"Giessener Elektronische Bibliothek, GERMANY",http://geb.uni-giessen.de/geb/oai/oai2.php,geb.uni-giessen.de
1695,Giessener Papyri- und Ostrakadatenbank,http://digibib.ub.uni-giessen.de/cgi-bin/populo/oai-pap.cgi,digibib.ub.uni-giessen.de
1696,Gifu University Repository,http://repository.lib.gifu-u.ac.jp/dspace-oai/request,""
1697,GIGA Journal Family,http://hup.sub.uni-hamburg.de/giga/journal-family/index/oai,hup.sub.uni-hamburg.de.giga
1698,Ginecología & Obstetricia Perú,http://catalogo.bibliolatino.com/ojs/index.php/GOPeru/oai,ojs.catalogo.bibliolatino.com
1699,GINMU,http://ginmu.naramed-u.ac.jp/dspace-oai/request,""
1700,GIPE,http://library.gipe.ac.in/oai/request,""
1701,Giresun University Institutional Repository,http://acikerisim.giresun.edu.tr/oai/request,acikerisim.giresun.edu.tr
1702,GISC Brasilia,http://gisc.inmet.gov.br/oai/provider,""
1703,GISC Pretoria,http://gisc.weathersa.co.za/oai/provider,""
1704,GKSS Publication Database for Open Access Full Text Documents,http://zitmac05.gkss.de/fmi/xsl/oai/oai.xsl,""
1705,Gladius,http://gladius.revistas.csic.es/index.php/gladius/oai,gladius.revistas.csic.es
1706,Glamorgan DSpace,http://dspace1.isd.glam.ac.uk/dspace-oai/request,""
1707,Glasgow ePrints Service,http://eprints.gla.ac.uk/perl/oai2,eprints.gla.ac.uk
1708,Glasgow University Theses Repository,http://theses.gla.ac.uk/perl/oai2,theses.gla.ac.uk
1709,GLIM Institution Repository,http://glim-re.glim.gakushuin.ac.jp/oai/request,""
1710,GLIM IR Institution Repository,http://glim-re.repo.nii.ac.jp/oai,""
1711,Global,http://ejournal.unsub.ac.id/index.php/FASILKOM/oai,ojs2.ejournal.unsub.ac.id
1712,Global Biosecurity,https://jglobalbiosecurity.com/jms/index.php/up/oai/,ojs.gbio.ubiquitypress.com
1713,Global Disclosure of Economics and Business,https://i-proclaim.my/journals/index.php/gdeb/oai,ojs2.i-proclaim.my
